matchId,blue_wins,blue_kills,blue_assists,blue_deaths,blue_wards_placed,blue_wards_kills,blue_dragon_kills,blue_herald_kills,blue_tower_kills,blue_inhibitor_kills,blue_total_gold,blue_average_lvl,blue_total_exp,blue_total_cs,red_kills,red_assists,red_deaths,red_wards_placed,red_wards_kills,red_dragon_kills,red_herald_kills,red_tower_kills,red_inhibitor_kills,red_total_gold,red_average_lvl,red_total_exp,red_total_cs
NA1_4175429872,True,6,6,8,22,1,1,0,1,0,19074,7.4,20207,325,8,8,6,17,3,0,0,0,0,18560,7.6,19873,289
NA1_4175433005,False,8,10,8,23,5,0,1,0,0,18557,7.4,19639,248,8,11,8,17,7,1,0,0,0,18464,7.2,18845,306
NA1_4175435325,False,5,3,15,10,1,0,0,0,0,15929,7.0,18313,251,15,20,5,18,3,1,0,0,0,24251,7.6,21377,274
NA1_4175454753,True,6,10,5,17,6,0,1,0,0,18270,7.6,21452,343,5,4,6,16,5,0,0,0,0,19047,8.0,22066,359
NA1_4175464698,False,2,3,9,19,1,0,0,0,0,16688,6.8,17244,286,9,8,2,18,4,1,0,0,0,20008,7.8,21114,346
NA1_4175473100,False,9,5,6,13,4,0,1,1,0,19549,7.4,20578,311,6,9,9,18,0,1,0,0,0,18513,7.2,18733,263
NA1_4175485727,False,3,4,15,17,3,0,0,0,0,15883,7.0,18203,273,15,13,3,18,6,1,1,0,0,22662,8.6,24319,354
NA1_4175489598,True,7,4,7,18,3,0,0,0,0,17645,7.6,20739,315,7,8,7,19,2,1,0,0,0,17959,7.0,19521,307
NA1_4175491238,True,4,3,6,14,5,0,1,0,0,18076,7.4,19720,343,6,8,4,21,4,0,0,0,0,18170,7.4,20011,293
NA1_4175493490,True,10,9,4,19,4,1,0,0,0,21216,8.0,23159,386,4,4,10,18,7,0,0,0,0,18125,7.6,21757,344
NA1_4175497601,True,6,5,9,18,4,1,0,0,0,16451,7.2,18504,275,9,12,6,17,4,0,0,0,0,18929,7.2,18812,268
NA1_4175505095,False,6,7,4,14,4,0,1,0,0,17561,7.4,20120,312,4,3,6,13,5,1,0,0,0,18122,7.2,20806,336
NA1_4175508020,False,5,7,13,13,3,1,0,0,0,17564,7.4,19866,313,13,12,5,16,2,0,0,0,0,22011,8.0,22019,311
NA1_4175532725,True,5,9,6,17,6,0,0,0,0,18453,7.6,21242,338,6,11,5,20,3,1,1,0,0,19470,7.4,20641,336
NA1_4175536857,False,6,10,4,20,4,0,1,1,0,19719,7.4,19464,310,4,4,6,19,2,1,0,1,0,18437,7.4,19838,310
NA1_4175553452,True,4,5,8,16,1,1,0,0,0,17850,7.6,20470,320,8,9,4,16,2,0,0,0,0,18981,7.6,20652,332
NA1_4175558728,True,13,10,7,19,4,0,0,0,0,21303,8.0,22607,329,7,4,13,16,4,0,0,0,0,18613,7.2,20172,303
NA1_4175558999,False,1,1,15,12,2,1,0,0,0,15151,7.0,18010,269,15,20,1,16,4,0,0,1,0,23724,7.8,22854,336
NA1_4175561631,False,6,6,6,18,4,1,1,0,0,18525,7.6,21504,305,6,7,6,20,3,0,0,0,0,17832,7.6,20638,307
NA1_4175581691,False,6,6,17,15,4,1,0,0,0,17708,6.8,18257,294,17,7,6,23,1,0,1,0,0,21965,8.0,23862,318
NA1_4175583107,True,10,9,6,18,3,0,0,0,0,19861,7.6,21768,327,6,8,10,20,3,0,1,0,0,17507,7.0,18282,307
NA1_4175589986,False,7,8,7,15,6,1,0,0,0,17333,7.2,19788,267,7,6,7,24,4,0,1,0,0,19617,7.6,21499,349
NA1_4175591228,False,2,2,4,12,3,0,0,0,0,16541,7.2,19658,338,4,3,2,20,3,0,0,0,0,18445,7.6,21259,343
NA1_4175594401,False,10,12,8,17,6,1,0,0,0,18336,7.2,19460,287,7,6,9,17,4,0,1,0,0,19842,7.8,21774,332
NA1_4175596600,True,8,6,4,24,7,1,0,0,0,18152,7.2,19525,290,4,4,8,18,6,0,0,0,0,16510,7.2,18585,284
NA1_4175596712,False,8,8,7,16,6,1,1,0,0,18920,7.6,19717,298,7,9,8,15,3,0,0,0,0,19109,7.2,20284,326
NA1_4175599349,False,2,1,9,15,5,1,0,0,0,15996,7.0,19203,295,9,9,2,18,2,0,0,0,0,19548,7.8,21866,328
NA1_4175604173,False,6,8,10,18,7,0,0,0,0,17842,7.0,18806,305,9,9,5,14,4,1,1,0,0,18804,7.4,19632,289
NA1_4175607439,False,3,3,9,19,2,0,1,0,0,16235,7.0,17761,285,9,9,3,16,6,1,0,1,0,20498,7.8,21635,274
NA1_4175610135,False,2,2,3,18,0,0,1,0,0,16672,7.2,20129,342,3,3,2,19,2,0,0,0,0,17385,7.4,20584,319
NA1_4175617900,False,10,12,7,18,2,0,1,1,0,21483,7.8,21663,299,7,6,10,17,2,1,0,0,0,18604,7.6,20182,296
NA1_4175618362,True,12,14,8,20,8,0,0,0,0,20623,7.4,19732,287,8,6,12,21,5,0,0,0,0,18859,7.6,20513,301
NA1_4175624377,False,8,4,4,26,4,0,1,0,0,16565,7.0,18403,274,4,4,8,17,8,0,0,0,0,18026,7.2,19136,326
NA1_4175630455,False,4,7,6,18,5,0,0,0,0,18033,7.4,20196,303,6,14,4,23,2,0,1,0,0,19374,7.2,19910,320
NA1_4175633044,True,10,11,3,13,1,1,0,0,0,20807,7.6,21986,326,3,4,10,17,2,0,0,0,0,16573,7.0,18586,303
NA1_4175646353,False,8,7,6,16,5,0,1,0,0,18784,7.6,21066,316,6,8,8,17,5,1,0,0,0,19417,8.0,22092,374
NA1_4175649645,False,4,5,10,15,4,0,0,0,0,16939,7.4,19534,292,10,6,4,14,5,1,0,1,0,21396,8.0,22991,343
NA1_4175654885,True,9,10,3,18,4,0,1,0,0,18879,7.2,19502,314,3,2,9,19,5,0,0,0,0,16738,7.4,19147,305
NA1_4175656905,True,7,5,4,13,4,0,0,0,0,19204,7.4,20565,315,4,4,7,15,2,0,0,0,0,17298,7.4,20273,305
NA1_4175671851,False,7,10,9,21,10,0,1,1,0,20252,7.4,20298,303,9,5,7,23,12,0,0,0,0,19033,7.8,21633,341
NA1_4175675707,True,14,12,5,16,4,1,0,0,0,21029,7.6,21012,312,5,4,14,15,2,0,0,0,0,17230,6.8,18439,278
NA1_4175679585,True,7,10,7,22,2,0,0,0,0,19799,8.0,21346,342,7,7,7,22,5,0,1,0,0,19616,7.6,20804,336
NA1_4175680287,True,5,4,4,14,3,0,1,0,0,19139,7.6,21539,354,4,7,5,21,3,1,0,0,0,17725,7.4,20191,332
NA1_4175683261,False,6,7,8,16,7,0,0,0,0,16882,7.0,17780,236,8,8,6,18,2,1,1,0,0,18269,7.0,18500,301
NA1_4175686058,True,8,6,16,14,1,0,0,0,0,19370,7.4,20409,280,16,22,8,11,4,1,0,0,0,21690,8.0,22591,282
NA1_4175687331,True,6,7,9,24,8,0,1,0,0,17850,6.4,16471,246,9,11,6,20,8,0,0,0,0,19088,7.2,19596,282
NA1_4175689002,False,9,4,6,15,2,0,0,0,0,17200,7.6,19992,266,6,2,9,15,0,0,0,0,0,17248,7.2,19518,271
NA1_4175692718,True,12,15,9,18,6,1,1,0,0,21038,7.6,20973,293,9,9,12,21,3,0,0,0,0,18943,7.2,19637,287
NA1_4175696650,False,10,9,11,15,2,0,0,0,0,20159,7.4,20757,286,11,11,10,18,3,0,0,0,0,19661,7.4,20179,286
NA1_4175709210,False,6,6,6,17,4,0,0,0,0,20058,7.6,21488,353,6,9,6,19,3,1,1,0,0,18401,7.4,20232,322
NA1_4175709867,False,2,5,5,21,1,0,1,0,0,17159,7.6,20274,337,5,4,2,15,6,0,0,0,0,19185,8.0,22330,342
NA1_4175711404,False,10,8,12,14,5,0,1,0,0,20115,7.6,20236,268,12,11,10,12,4,1,0,0,0,21137,7.8,21937,272
NA1_4175713186,True,7,8,7,19,5,1,0,0,0,19127,7.6,20700,317,7,6,7,15,6,0,1,0,0,17882,7.4,19714,310
NA1_4175713612,False,5,4,11,11,4,0,0,0,0,16340,7.0,18136,290,11,10,5,18,4,1,0,0,0,20290,7.8,21554,324
NA1_4175715163,True,13,11,10,16,2,0,0,0,0,20792,7.6,20536,295,10,10,13,15,3,1,0,0,0,18811,7.2,18675,265
NA1_4175729404,True,4,3,8,17,7,0,1,0,0,18356,7.4,20212,325,8,11,4,21,6,1,0,0,0,20466,7.8,22077,311
NA1_4175732978,False,12,11,10,19,5,0,0,0,0,21201,8.2,22421,299,10,10,12,19,2,0,0,0,0,20584,7.6,20648,293
NA1_4175736912,True,5,5,5,16,6,0,1,0,0,19454,7.8,21857,347,5,3,5,19,3,0,0,0,0,17834,7.6,21105,304
NA1_4175747578,True,10,8,5,16,6,0,1,0,0,19925,8.0,21666,312,5,5,10,16,1,0,0,0,0,17248,7.0,18477,287
NA1_4175751693,False,12,9,13,11,4,0,1,0,0,20456,7.6,20278,307,13,12,12,18,1,1,0,0,0,21541,7.6,22057,294
NA1_4175752694,True,5,8,8,13,1,0,0,0,0,16743,7.0,19196,274,8,4,5,16,1,1,1,0,0,18763,7.4,20516,319
NA1_4175757403,True,10,14,11,20,5,0,1,0,0,20718,7.6,20348,301,11,9,10,19,5,0,0,0,0,20701,7.4,20544,272
NA1_4175757865,True,13,11,13,14,4,1,1,0,0,20940,7.4,20380,271,13,16,13,14,5,0,0,0,0,21201,7.2,19845,261
NA1_4175773565,False,16,18,7,19,5,0,0,0,0,22242,8.0,21923,288,7,5,16,15,2,0,0,0,0,18863,7.4,19954,284
NA1_4175778291,False,5,3,3,16,5,1,1,0,0,17638,7.4,20135,311,3,2,5,18,2,0,0,0,0,16417,7.2,19106,310
NA1_4175779901,True,6,4,5,18,4,1,0,0,0,18485,7.6,20526,301,5,4,6,22,2,0,1,1,0,20369,7.6,20828,340
NA1_4175782467,True,7,10,12,18,4,0,1,0,0,18845,7.4,20214,327,12,15,7,17,3,1,0,0,0,21548,7.6,21723,318
NA1_4175791800,False,6,6,9,26,6,1,0,0,0,19125,7.4,19888,318,9,11,6,20,5,0,1,0,0,18993,7.4,20067,288
NA1_4175803451,False,5,8,8,15,6,0,1,0,0,17184,7.2,18866,291,8,13,5,17,3,0,0,1,0,21795,7.8,21582,355
NA1_4175805202,False,3,3,3,19,6,1,0,0,0,16953,7.2,19585,340,3,4,3,21,4,0,0,0,0,18035,8.0,22197,355
NA1_4175805754,True,11,15,7,13,2,0,0,0,0,20258,7.6,21590,295,7,6,11,18,0,0,0,0,0,19050,7.6,20723,309
NA1_4175808927,False,3,4,10,16,3,0,0,0,0,16639,6.8,17853,307,10,11,3,16,7,1,1,0,0,20677,7.8,22096,346
NA1_4175812828,False,7,5,7,18,6,1,1,0,0,18005,7.4,19331,278,7,8,7,23,7,0,0,0,0,19276,7.6,20403,283
NA1_4175813410,False,7,6,17,16,2,0,0,0,0,16429,6.8,17885,241,17,16,7,16,3,1,0,0,0,22195,7.4,21158,305
NA1_4175815495,True,12,20,6,18,4,1,0,0,0,21556,7.4,20304,292,6,7,12,17,3,0,0,1,0,19986,7.4,19811,323
NA1_4175816129,True,12,13,4,15,5,1,0,2,0,23843,8.0,23266,344,4,6,12,18,2,0,1,0,0,16461,7.0,18949,250
NA1_4175817176,True,1,1,5,20,5,1,0,0,0,16799,7.2,19609,344,5,6,1,24,1,0,1,0,0,17868,7.4,19833,292
NA1_4175824063,False,4,3,11,15,6,0,0,0,0,16421,7.0,18629,292,11,16,4,21,2,0,0,0,0,20677,7.6,20385,327
NA1_4175825599,False,12,7,7,17,5,1,0,0,0,20113,7.8,20542,299,7,7,12,18,3,0,0,0,0,19174,7.2,19136,274
NA1_4175826051,False,11,7,11,17,2,0,0,0,0,20007,7.2,19552,275,11,8,11,19,5,1,0,0,0,19976,7.4,19263,288
NA1_4175841181,False,12,20,7,21,3,1,0,0,0,21367,7.8,22485,326,7,7,12,19,4,0,1,1,0,19736,7.6,21738,312
NA1_4175842038,False,2,1,6,17,4,0,0,0,0,16658,7.4,19933,350,6,9,2,21,3,1,0,0,0,19346,7.6,20962,333
NA1_4175842872,False,5,4,8,19,3,0,1,1,0,18487,7.4,20429,306,8,10,5,18,5,1,0,0,0,20355,8.0,22229,354
NA1_4175845007,True,3,6,8,14,4,1,1,0,0,16415,7.0,17996,304,8,10,3,20,5,0,0,0,0,20182,7.6,21086,357
NA1_4175856801,False,5,0,7,14,5,1,0,0,0,18121,7.6,21630,349,7,12,5,16,4,0,0,0,0,19855,7.8,21872,348
NA1_4175858354,True,11,15,5,14,5,0,1,0,0,20289,7.6,21071,289,5,5,11,16,1,1,0,0,0,18836,7.2,19767,315
NA1_4175864582,True,16,25,6,19,4,0,0,0,0,21269,7.8,21510,275,6,9,16,18,3,1,0,0,0,18614,7.4,19667,320
NA1_4175871633,True,18,20,7,15,6,1,0,0,0,22307,8.0,22798,291,7,5,18,12,1,0,0,0,0,16799,7.0,17804,264
NA1_4175880107,True,5,8,5,19,2,1,1,0,0,18936,7.2,20010,330,5,3,5,16,4,0,0,0,0,16598,7.0,18270,272
NA1_4175880205,False,3,4,10,14,4,0,0,0,0,16527,7.2,20082,320,10,10,3,18,1,1,1,0,0,20602,8.0,21640,343
NA1_4175883750,False,9,14,9,13,6,0,0,0,0,19609,7.2,19466,293,9,10,9,18,1,0,0,0,0,19007,7.4,19711,284
NA1_4175889544,False,3,3,13,14,5,1,0,0,0,16171,7.0,18809,305,13,11,3,16,4,1,1,0,0,21478,7.8,23404,342
NA1_4175904162,False,7,9,10,18,5,0,0,0,0,19066,7.2,19187,326,10,11,7,18,6,1,0,0,0,19523,7.0,19057,306
NA1_4175905422,False,12,8,6,16,3,0,1,1,0,21128,7.8,22857,333,6,8,12,17,4,0,0,0,0,19243,7.4,19430,276
NA1_4175906016,True,16,13,3,17,2,0,1,3,0,26585,8.4,23560,355,3,4,16,15,1,0,0,0,0,16303,6.8,17524,270
NA1_4175908668,False,3,3,9,19,4,0,0,0,0,16540,7.2,18379,286,9,11,3,15,5,1,1,2,0,22597,7.8,22064,314
NA1_4175912779,False,6,4,13,13,3,1,0,0,0,17411,7.4,19939,300,12,11,5,11,4,0,0,0,0,20691,7.8,22813,333
NA1_4175921176,False,10,13,3,18,6,0,1,0,0,21280,8.0,22606,367,3,3,10,17,5,0,0,0,0,17431,7.6,20606,356
NA1_4175928343,False,4,3,8,21,2,1,0,0,0,18057,7.6,20885,335,8,10,4,16,6,0,0,0,0,20150,7.8,22374,328
NA1_4175930718,False,6,1,10,20,4,0,0,0,0,18068,7.4,21016,338,10,12,6,17,6,1,0,0,0,20058,7.4,20996,287
NA1_4175937364,False,6,6,10,16,3,1,1,0,0,18180,7.2,19466,320,10,12,6,18,4,0,0,0,0,20359,7.6,20706,306
NA1_4175939895,True,15,16,11,11,3,0,1,0,0,22896,7.8,22355,314,11,8,15,19,4,1,0,0,0,20109,7.8,21992,291
NA1_4175944570,True,11,9,4,13,7,0,1,1,0,22087,7.6,21815,318,4,4,11,16,4,1,0,0,0,16693,7.2,18974,314
NA1_4175948477,False,5,4,6,13,1,0,0,0,0,18008,7.6,20298,308,6,9,5,14,3,0,1,0,0,17536,7.4,20204,284
NA1_4175954886,False,1,0,13,11,3,0,1,0,0,14634,6.8,17901,264,13,12,1,13,4,1,0,0,0,20684,7.8,21791,361
NA1_4175956404,True,7,5,11,13,2,0,0,0,0,18972,7.4,21113,311,11,15,7,16,3,1,0,0,0,20959,7.8,22163,336
NA1_4175957655,False,4,7,8,13,6,0,0,0,0,17448,7.6,20214,323,8,4,4,15,5,1,0,0,0,19182,7.6,21188,327
NA1_4175962137,True,8,10,5,19,6,1,0,0,0,20021,7.4,19620,328,5,8,8,20,4,0,0,0,0,17426,7.0,19151,276
NA1_4175963931,False,8,8,8,14,5,0,1,0,0,20160,7.8,21554,332,8,11,8,18,0,1,0,0,0,18592,7.0,19393,252
NA1_4175974623,True,7,7,3,15,1,0,0,0,0,19184,7.6,20974,308,3,2,7,19,3,1,0,0,0,17130,7.4,19692,328
NA1_4175979040,True,4,3,3,19,6,0,0,0,0,16627,7.6,20356,301,3,5,4,18,6,1,0,0,0,16863,7.4,20086,319
NA1_4175979472,True,5,9,2,16,5,0,0,0,0,19618,7.6,21330,364,2,4,5,17,1,1,0,0,0,16510,7.6,20047,312
NA1_4175986746,True,9,11,3,19,2,1,0,0,0,19254,7.8,21032,301,3,4,9,12,4,0,1,0,0,17069,7.6,20392,297
NA1_4175990476,False,8,12,10,16,4,0,0,0,0,18290,7.2,19526,282,10,11,8,16,2,1,0,0,0,20109,7.6,21792,346
NA1_4175990932,True,15,18,9,12,4,0,1,0,0,22292,8.0,23287,316,9,12,15,15,0,0,0,0,0,18962,7.2,18693,289
NA1_4175991243,False,12,10,18,13,2,0,0,0,0,20119,7.4,19930,270,18,12,12,17,2,0,1,0,0,22385,7.8,22222,266
NA1_4175993775,False,5,3,9,22,0,0,0,0,0,17187,6.8,18133,267,9,14,5,15,4,1,0,0,0,19144,7.4,19228,293
NA1_4176013299,False,10,11,11,20,3,0,1,0,0,20011,7.4,19829,295,11,12,10,17,4,1,0,0,0,20874,7.8,21522,335
NA1_4176014470,False,11,16,3,16,6,0,0,0,0,20438,7.8,21662,289,3,3,11,15,5,1,0,0,0,17433,7.6,20349,333
NA1_4176017723,True,6,8,4,15,4,0,1,0,0,18131,7.6,19624,301,4,7,6,18,2,1,0,0,0,17492,7.0,18355,288
NA1_4176019391,True,7,7,5,14,9,0,1,0,0,18227,7.4,20429,335,5,8,7,25,2,0,0,0,0,17724,7.4,19814,309
NA1_4176021127,False,11,11,8,16,3,0,0,0,0,20346,7.8,21584,308,8,3,11,18,1,1,0,0,0,18019,7.6,19667,284
NA1_4176021510,True,7,6,3,13,1,1,1,1,0,20284,7.8,21300,357,3,4,7,16,0,0,0,0,0,16513,7.6,19868,291
NA1_4176022875,False,11,19,7,18,3,0,0,0,0,19793,7.2,19186,259,7,9,11,18,4,1,0,0,0,17460,7.0,18075,258
NA1_4176026420,True,5,5,8,17,3,0,0,0,0,18909,7.8,22097,342,8,9,5,15,2,1,0,0,0,17868,7.6,20124,284
NA1_4176036585,True,14,10,9,15,5,1,1,0,0,21234,7.8,22287,299,9,10,14,18,4,0,0,0,0,18294,7.6,20911,269
NA1_4176036673,False,7,12,8,16,2,0,0,0,0,18910,7.4,20364,305,8,5,7,20,5,0,0,0,0,18987,7.6,20932,329
NA1_4176044958,False,10,5,11,17,0,0,0,0,0,18007,7.4,20775,273,11,11,10,10,4,1,1,1,0,21985,7.6,20922,302
NA1_4176051574,False,6,6,8,17,5,0,1,1,0,20166,7.8,21556,365,8,8,6,17,4,0,0,0,0,20182,8.0,22310,348
NA1_4176052648,True,6,3,2,16,6,0,1,1,0,18951,7.6,20807,337,2,2,6,17,2,1,0,0,0,16445,7.4,19630,330
NA1_4176053512,False,9,9,11,18,4,1,0,0,0,19471,7.4,20590,311,11,11,9,18,5,0,0,0,0,20595,7.8,21085,299
NA1_4176054525,False,8,9,11,18,1,0,1,0,0,19090,7.4,20129,278,11,11,8,24,3,1,0,0,0,20005,7.8,21046,318
NA1_4176055028,True,5,2,4,25,2,0,1,0,0,17805,7.4,20797,324,3,3,4,18,5,1,0,0,0,16534,7.6,20492,306
NA1_4176055738,False,13,12,11,16,6,0,0,0,0,20930,7.2,19666,294,10,10,12,16,3,1,0,0,0,19326,7.2,19944,270
NA1_4176057867,False,12,17,11,24,7,1,0,0,0,20197,7.4,20473,281,11,13,12,20,5,0,0,0,0,19600,7.2,19843,284
NA1_4176062694,False,8,11,7,19,2,1,0,0,0,19675,7.6,21090,335,7,13,8,16,4,0,0,1,0,20203,7.4,20331,343
NA1_4176079455,False,4,4,8,13,1,0,0,0,0,16308,7.2,18861,283,8,9,4,18,3,0,0,0,0,18805,7.2,19439,293
NA1_4176086778,True,12,8,11,20,3,1,0,0,0,19788,7.4,20190,254,11,5,12,13,1,0,0,0,0,18101,7.0,18119,223
NA1_4176089881,True,10,13,10,18,2,1,1,0,0,21390,8.0,21554,322,10,13,10,17,0,0,0,0,0,19889,7.2,19744,284
NA1_4176089981,True,10,10,6,17,2,0,0,0,0,19477,7.6,20910,316,6,9,10,16,1,1,0,0,0,17728,7.0,17988,277
NA1_4176100748,True,5,8,3,15,1,1,0,0,0,17629,7.8,20992,327,3,3,5,17,2,0,0,0,0,17980,7.8,20873,361
NA1_4176100999,True,12,12,10,15,2,1,1,0,0,20134,7.4,19786,293,10,13,12,15,2,0,0,0,0,18280,7.2,18912,244
NA1_4176102434,True,17,16,5,16,4,1,0,1,0,22776,7.8,22349,309,5,2,17,12,1,0,0,0,0,16401,7.0,19176,278
NA1_4176103221,False,8,5,14,14,3,0,1,0,0,17609,7.2,18371,243,14,13,8,18,1,1,0,0,0,21964,7.6,22020,323
NA1_4176103862,False,8,8,13,11,6,0,0,0,0,18328,7.4,20146,290,13,11,8,14,4,1,0,0,0,20877,8.0,22717,298
NA1_4176105723,False,4,8,10,16,1,0,0,0,0,16778,7.0,18829,288,10,14,4,20,3,1,1,1,0,22180,7.6,22059,354
NA1_4176107390,True,8,12,7,18,5,1,0,0,0,19934,7.6,21114,347,7,7,8,12,1,0,1,0,0,18464,7.6,20667,304
NA1_4176114339,False,6,3,11,18,2,0,0,0,0,18169,7.2,19422,301,11,13,6,18,2,1,0,0,0,19990,8.0,22951,295
NA1_4176118073,False,8,6,11,16,3,0,0,0,0,20113,7.8,21006,324,11,10,8,13,6,1,1,0,0,19795,7.6,20952,302
NA1_4176119176,False,4,4,2,19,5,0,1,0,0,17280,7.4,20285,312,2,3,4,18,5,0,0,0,0,16611,7.2,19286,317
NA1_4176119409,False,9,14,6,18,2,1,0,0,0,19186,7.8,21812,330,6,7,9,16,3,0,0,0,0,18603,7.6,21143,345
NA1_4176121776,False,4,3,12,14,5,0,0,0,0,17965,7.4,20467,310,12,6,4,17,6,1,0,0,0,20799,8.0,23201,335
NA1_4176127282,False,6,7,6,14,4,1,0,0,0,18089,7.4,20861,309,6,5,6,19,3,0,1,0,0,19101,7.8,21861,360
NA1_4176130957,False,10,20,17,14,2,1,0,0,0,19022,7.2,18916,249,17,17,10,14,4,0,0,0,0,22729,8.0,22135,320
NA1_4176132537,False,8,10,8,25,2,0,0,0,0,18544,7.2,19811,299,8,9,8,15,9,0,0,0,0,19884,7.4,20189,327
NA1_4176135958,False,7,9,14,11,3,0,0,0,0,17757,7.2,18922,271,14,17,7,18,0,1,0,0,0,21509,7.4,20208,303
NA1_4176137963,True,11,8,7,14,5,1,0,0,0,20224,7.6,21766,313,7,6,11,16,0,0,0,0,0,18208,7.4,20750,284
NA1_4176140351,True,4,3,6,18,4,1,0,0,0,17681,7.8,20782,342,6,10,4,20,6,0,1,0,0,18765,7.6,20921,314
NA1_4176144631,False,7,11,8,20,7,0,1,0,0,19819,7.4,20326,310,8,9,7,14,3,1,0,0,0,19852,7.6,21135,345
NA1_4176154827,False,8,5,9,17,4,0,0,0,0,19891,7.8,21285,371,9,6,8,21,4,1,1,0,0,19091,7.6,20677,311
NA1_4176155963,False,5,4,10,18,2,0,0,0,0,17788,7.4,20064,302,10,15,5,13,2,1,1,0,0,21028,8.2,23147,352
NA1_4176156528,False,9,10,6,15,2,0,0,0,0,19807,7.6,22162,338,6,4,9,18,3,0,1,0,0,18251,7.6,21228,316
NA1_4176156638,True,5,8,3,17,5,0,0,0,0,17863,7.6,20403,308,3,4,5,16,3,0,1,0,0,17124,7.4,19978,329
NA1_4176157797,False,4,3,10,16,1,0,0,0,0,17605,7.4,19784,288,10,8,4,15,1,1,1,0,0,20752,7.8,21795,321
NA1_4176159067,False,11,9,7,15,2,0,0,0,0,19969,7.6,21199,321,7,8,11,14,1,0,0,0,0,18560,7.4,20008,300
NA1_4176161169,True,4,4,2,17,7,0,1,0,0,17996,7.6,21303,320,2,2,4,17,7,0,0,0,0,17139,7.6,20373,315
NA1_4176163695,True,13,9,6,17,2,1,1,1,0,22434,7.8,21987,331,6,6,13,14,4,0,0,0,0,17087,7.0,18867,291
NA1_4176168502,False,11,10,4,13,3,1,1,0,0,19473,7.6,20729,327,4,4,11,19,1,0,0,0,0,18064,7.4,20661,354
NA1_4176177043,False,8,5,10,21,8,0,0,0,0,18779,7.6,21278,280,10,9,8,26,8,1,0,0,0,20852,7.6,21931,323
NA1_4176177908,False,3,5,11,18,3,0,0,0,0,16561,7.2,17963,262,11,10,3,16,2,0,1,1,0,22706,7.6,22440,345
NA1_4176180326,False,4,6,8,16,2,1,0,0,0,17676,7.6,20883,326,8,8,4,15,1,0,0,0,0,19049,7.6,20927,291
NA1_4176181940,True,8,7,11,16,5,0,0,0,0,19535,7.8,20949,313,11,10,8,20,5,1,1,0,0,20651,8.0,21705,307
NA1_4176185364,True,7,7,10,17,1,1,0,1,0,19891,7.4,20456,310,10,11,7,13,2,0,0,0,0,19336,7.6,21605,290
NA1_4176187341,True,8,7,6,21,4,0,1,0,0,19666,7.8,22242,347,6,3,8,19,6,1,0,0,0,18301,7.8,21085,312
NA1_4176193462,True,3,3,4,22,3,0,0,0,0,17748,7.2,19792,358,4,9,3,14,3,0,0,0,0,16768,7.2,18970,298
NA1_4176198837,False,6,7,18,13,2,0,1,0,0,17657,6.6,17395,271,18,8,6,20,3,1,0,2,0,23652,8.0,23202,330
NA1_4176202704,True,12,8,9,15,7,1,0,0,0,19651,7.2,19351,286,9,12,12,22,5,0,0,0,0,19102,7.6,19737,268
NA1_4176203204,False,5,3,11,20,4,1,0,0,0,17248,7.4,19512,287,11,17,5,20,8,0,0,0,0,20840,7.4,20531,315
NA1_4176206146,False,5,5,7,14,5,0,0,0,0,17491,7.2,19663,321,7,11,5,16,4,0,1,0,0,18656,7.4,20303,313
NA1_4176206279,False,6,9,7,17,0,0,0,0,0,18671,7.2,18772,291,7,8,6,16,3,1,1,0,0,19140,7.4,19912,307
NA1_4176209881,False,5,5,10,16,3,0,0,0,0,16059,6.8,17273,246,10,10,5,17,4,0,1,1,0,21940,8.0,22595,353
NA1_4176213499,False,4,3,7,21,2,1,0,0,0,17291,7.4,20304,299,7,5,4,18,5,0,1,0,0,19250,7.6,21798,364
NA1_4176216725,True,4,3,10,18,3,0,0,0,0,17120,7.4,20116,327,10,16,4,18,4,1,0,0,0,19608,7.6,21659,320
NA1_4176219038,False,13,12,13,20,5,0,0,0,0,21873,7.6,20900,305,13,11,13,21,5,1,1,1,0,22868,8.0,22461,312
NA1_4176221270,False,5,6,11,10,2,0,0,0,0,17725,7.4,19853,317,11,8,5,17,1,1,0,0,0,20200,7.6,20353,323
NA1_4176221776,True,9,15,2,19,3,1,1,0,0,19727,7.2,20607,331,2,1,9,14,4,0,0,0,0,16211,7.2,19452,347
NA1_4176222170,False,8,8,9,18,3,0,0,0,0,18528,7.4,18942,287,9,10,8,18,4,0,0,0,0,20177,7.6,20791,321
NA1_4176223623,True,10,18,6,14,3,0,1,0,0,20420,7.6,21023,320,6,7,10,19,0,1,0,0,0,17458,7.2,18815,297
NA1_4176226220,True,15,14,6,20,4,0,0,0,0,23104,8.4,24256,330,6,6,15,17,8,1,0,0,0,18197,7.4,19833,298
NA1_4176230369,False,12,12,11,21,1,0,0,0,0,19346,6.8,17719,239,11,16,12,16,5,1,0,0,0,20855,7.2,20164,275
NA1_4176231105,False,5,5,8,22,1,0,0,0,0,18329,7.4,20592,307,8,6,5,16,3,0,0,0,0,18756,7.6,21212,327
NA1_4176236159,False,6,7,7,19,4,0,1,0,0,18363,7.6,21158,312,7,8,6,16,6,1,0,0,0,19190,7.6,21397,328
NA1_4176238003,False,11,15,7,14,3,1,1,0,0,21490,7.8,21690,314,7,5,11,21,3,0,0,0,0,18813,7.2,19494,297
NA1_4176241097,True,8,10,6,18,1,0,0,0,0,19936,7.6,21754,336,6,4,8,13,4,1,0,0,0,18342,7.4,20932,321
