matchId,blue_wins,blue_kills,blue_assists,blue_deaths,blue_wards_placed,blue_wards_kills,blue_dragon_kills,blue_herald_kills,blue_tower_kills,blue_inhibitor_kills,blue_total_gold,blue_average_lvl,blue_total_exp,blue_total_cs,red_kills,red_assists,red_deaths,red_wards_placed,red_wards_kills,red_dragon_kills,red_herald_kills,red_tower_kills,red_inhibitor_kills,red_total_gold,red_average_lvl,red_total_exp,red_total_cs
NA1_4134639110,False,11,16,15,17,5,1,0,0,0,20798,7.2,20250,310,15,12,11,17,7,0,0,0,0,21912,7.6,21428,302
NA1_4135794736,False,3,4,16,18,4,0,1,0,0,16918,7.2,18640,294,16,23,3,17,4,1,0,0,0,22520,8.0,22244,341
NA1_4136156707,False,6,5,11,20,3,0,0,0,0,18467,7.2,19708,322,11,12,6,20,2,1,0,0,0,20789,7.6,21383,304
NA1_4136537752,True,16,16,14,13,3,0,0,0,0,22042,7.8,21737,305,14,12,16,17,2,0,1,0,0,21596,7.8,21039,282
NA1_4137045009,True,12,14,8,16,2,1,0,0,0,21989,7.8,22832,366,8,8,12,13,0,0,0,0,0,18154,7.2,19753,290
NA1_4137174593,False,7,6,13,14,2,0,1,0,0,18963,7.6,20206,316,13,16,7,22,5,1,0,0,0,20993,7.6,20815,277
NA1_4137249276,True,10,14,7,16,1,0,1,0,0,19980,7.2,19580,268,7,9,10,16,6,1,0,0,0,18598,7.4,19211,276
NA1_4139630646,False,4,6,6,16,5,0,0,1,0,18172,7.4,19413,286,6,7,4,16,4,1,1,1,0,20361,7.6,21625,348
NA1_4139720927,False,10,9,9,15,3,0,1,0,0,19850,7.6,20363,331,8,4,9,10,2,0,0,0,0,17299,7.2,18963,262
NA1_4139968530,False,9,11,10,17,6,1,0,0,0,19127,7.6,19702,282,10,14,9,21,2,0,0,0,0,20778,7.8,20765,310
NA1_4140901744,True,8,5,3,18,3,0,1,0,0,18969,7.6,21958,336,3,2,8,22,4,0,0,0,0,16335,7.0,18750,278
NA1_4141004689,True,11,11,9,21,6,0,1,0,0,21448,7.8,22167,302,9,7,11,23,5,1,0,0,0,20836,8.0,22788,356
NA1_4141091022,False,10,12,13,16,6,0,0,0,0,19726,7.4,20412,286,13,12,10,17,3,1,1,0,0,20549,7.8,21661,283
NA1_4141132359,False,2,1,9,21,2,0,0,0,0,16850,7.2,19587,323,9,13,2,16,9,1,0,0,0,20317,7.8,21918,376
NA1_4141173165,True,6,4,7,23,1,0,0,0,0,17704,7.2,19540,275,7,9,6,18,6,1,1,0,0,19109,7.2,19531,310
NA1_4141233871,True,12,9,8,14,4,0,1,0,0,20426,7.8,22187,338,8,3,12,18,2,0,0,0,0,17838,7.6,20829,265
NA1_4141311349,False,4,8,8,19,3,0,0,0,0,16764,7.2,19084,283,8,13,4,16,3,1,0,0,0,20122,7.4,20574,341
NA1_4141965028,True,4,1,14,15,1,0,0,0,0,17372,7.2,19989,289,14,11,4,14,2,1,0,0,0,20081,7.6,21594,279
NA1_4142043133,True,19,21,8,16,4,0,1,1,0,24709,7.8,22054,309,8,10,19,13,2,1,0,0,0,18584,7.2,18918,226
NA1_4142104178,False,5,2,16,22,3,0,0,0,0,16740,7.0,18113,287,16,19,5,20,4,0,0,0,0,22725,8.0,22817,297
NA1_4153445187,True,6,11,3,22,4,1,0,0,0,20037,8.2,22925,380,3,3,6,19,3,0,1,0,0,16622,7.6,20312,303
NA1_4155855320,True,10,11,5,13,6,0,0,0,0,19471,7.6,21005,309,5,7,10,17,3,1,1,0,0,18594,7.4,20316,345
NA1_4155899024,False,8,11,17,14,2,0,1,1,0,21027,7.2,19170,298,17,22,8,16,6,1,0,0,0,23103,7.2,20323,292
NA1_4155903459,True,10,11,6,29,5,0,0,0,0,18966,7.6,20672,299,6,4,10,14,5,2,0,0,0,19003,7.6,21699,364
NA1_4155976552,True,12,9,7,19,5,0,1,0,0,20200,7.8,22246,339,6,6,11,18,5,0,0,0,0,19151,7.6,21406,331
NA1_4156045422,False,9,13,10,16,3,0,0,0,0,20261,7.6,21253,316,10,10,9,15,2,1,1,0,0,19754,7.8,21382,300
NA1_4159010585,True,8,10,3,16,1,0,0,0,0,18759,7.4,20242,279,3,1,8,12,3,0,0,0,0,16484,7.4,20115,323
NA1_4159025061,False,4,2,6,15,4,0,1,0,0,16433,7.4,19602,289,6,4,4,16,4,1,0,0,0,17522,7.4,19737,311
NA1_4159048112,False,2,1,9,18,0,0,0,0,0,16220,7.0,19175,311,9,13,2,14,6,2,1,0,0,20312,7.6,21168,296
NA1_4160494973,True,12,7,2,13,3,0,0,0,0,21826,7.6,21948,361,2,3,12,9,2,0,0,0,0,14791,6.8,18283,253
NA1_4161439244,False,4,5,6,11,1,0,0,0,0,15418,7.2,18449,241,6,8,4,17,3,1,0,0,0,18941,7.8,21607,323
NA1_4161488806,True,12,8,7,13,5,1,0,0,0,19944,7.8,22102,282,7,4,12,13,4,0,0,0,0,17866,7.2,19972,273
NA1_4164041886,True,2,4,7,18,2,1,0,1,0,16671,7.2,18308,261,7,6,2,13,2,0,1,0,0,17291,6.6,19162,274
NA1_4167656329,True,6,9,3,20,5,0,0,0,0,18347,7.2,19820,295,3,6,6,23,3,1,0,0,0,17299,7.2,18667,300
NA1_4167658305,False,8,6,10,16,4,0,0,0,0,18529,7.2,19402,272,10,13,8,20,6,1,0,0,0,19152,7.2,19278,273
NA1_4167668275,True,5,4,3,14,5,1,0,0,0,17538,7.6,20473,314,3,2,5,14,2,0,1,0,0,17365,7.8,21170,341
NA1_4167692667,False,6,8,6,17,3,1,0,0,0,18024,7.2,20272,327,6,6,6,18,2,0,1,0,0,20633,8.2,23015,382
NA1_4167699772,True,13,18,6,18,4,1,0,0,0,21969,7.6,21994,336,6,2,13,15,3,0,0,0,0,17706,7.4,19501,274
NA1_4167713900,True,10,11,6,19,3,1,0,0,0,20438,7.4,20169,319,6,8,10,12,3,0,1,0,0,18068,7.0,19472,299
NA1_4167727244,False,4,5,10,16,7,0,0,0,0,16817,7.2,19357,292,10,13,4,18,5,0,0,0,0,20559,7.8,22233,330
NA1_4167730975,True,13,11,6,12,6,0,1,0,0,22055,7.6,20448,299,6,8,13,19,1,1,0,0,0,18308,7.4,20039,306
NA1_4167748683,False,6,5,10,16,6,1,0,0,0,17842,7.4,20368,316,10,8,6,20,4,0,0,0,0,19498,7.6,20673,299
NA1_4167764661,True,7,8,8,19,7,1,0,0,0,18667,7.4,20442,327,8,11,7,17,6,0,0,0,0,19214,7.8,21423,316
NA1_4167780258,True,9,9,7,16,6,0,0,0,0,19650,7.2,19987,308,7,13,9,15,5,0,0,0,0,17465,7.0,18643,276
NA1_4167798094,False,6,6,6,18,5,0,1,0,0,19169,7.6,21153,374,6,5,6,20,5,0,0,0,0,18815,7.6,21318,326
NA1_4167802673,False,5,4,5,15,3,0,0,0,0,18670,7.8,21418,346,5,5,5,17,1,1,0,0,0,17606,7.8,21101,318
NA1_4167808236,False,6,7,7,23,4,0,0,0,0,18404,7.6,21198,293,7,10,6,24,3,1,0,0,0,19635,7.6,21438,334
NA1_4167839295,False,13,17,11,17,0,1,1,0,0,20285,7.6,19507,285,10,8,12,13,5,0,0,0,0,19059,7.8,20951,283
NA1_4167839917,False,10,8,11,14,0,0,0,0,0,18871,7.4,19477,273,11,12,10,12,1,0,0,0,0,22689,8.2,22942,350
NA1_4167858002,False,4,4,9,15,3,0,0,0,0,15871,7.0,18197,266,9,15,4,13,6,1,0,0,0,20394,7.6,20904,348
NA1_4167892621,False,4,3,8,15,3,0,0,0,0,17228,7.6,20905,309,8,6,4,17,2,1,0,0,0,19802,7.8,22449,328
NA1_4167893026,True,10,11,7,19,4,0,0,0,0,20706,8.0,21887,346,7,10,10,19,9,0,1,0,0,18716,7.2,19492,322
NA1_4167893147,False,7,4,7,21,5,1,1,0,0,18261,7.8,22247,337,7,5,7,20,3,0,0,0,0,19076,7.6,21363,331
NA1_4167976183,True,8,11,3,19,0,0,1,0,0,19805,8.0,21709,326,3,3,8,13,2,0,0,0,0,17658,7.4,20292,354
NA1_4167977689,False,3,0,9,13,4,0,0,0,0,16725,7.6,20610,308,9,9,3,16,3,1,0,0,0,18466,7.4,20346,317
NA1_4167981766,True,10,10,2,14,2,1,0,0,0,21392,8.0,23155,341,2,2,10,17,2,0,1,0,0,16567,7.2,19368,321
NA1_4167999894,True,11,19,6,20,5,1,1,0,0,20058,7.4,19762,264,6,10,11,18,5,0,0,0,0,18902,7.0,17931,288
NA1_4168012046,False,6,9,6,18,3,1,0,0,0,17914,7.4,20867,312,6,7,6,15,4,0,1,0,0,19441,7.6,21991,362
NA1_4168025748,False,6,8,11,24,4,0,0,0,0,18275,7.2,18819,289,11,8,6,14,4,0,0,0,0,19448,7.6,20858,284
NA1_4168150884,True,6,7,4,17,3,0,1,0,0,18097,7.4,20533,310,4,6,6,20,6,0,0,0,0,19008,7.4,20739,372
NA1_4168174658,False,3,3,9,14,3,0,0,0,0,17025,7.4,19560,307,9,8,3,16,4,1,0,0,0,19161,7.6,21808,336
NA1_4168176397,True,6,4,11,15,1,0,0,0,0,18446,7.4,20269,325,11,14,6,14,6,0,1,0,0,19489,7.2,19204,292
NA1_4168249841,True,4,6,7,17,4,0,1,1,0,19184,7.6,21205,345,7,12,4,16,5,1,0,0,0,19098,7.6,21516,348
NA1_4168255603,True,8,9,13,13,4,1,0,0,0,19034,7.2,19730,295,13,15,8,10,1,0,1,1,0,21689,7.4,19832,286
NA1_4168291008,True,19,16,5,9,9,1,0,0,0,24244,8.2,23356,332,4,2,18,17,2,0,0,0,0,15956,6.6,16993,235
NA1_4168297274,False,9,9,9,13,6,1,0,0,0,17668,7.2,19033,276,9,11,9,25,3,0,0,0,0,19810,7.2,19015,296
NA1_4168299199,False,11,12,10,12,5,0,0,0,0,19174,7.8,21091,239,10,5,11,17,2,1,0,0,0,21468,8.0,22890,347
NA1_4168332647,True,11,11,6,16,4,0,1,0,0,20672,8.0,22742,303,6,4,11,14,2,1,0,0,0,18225,7.4,20460,333
NA1_4168336335,True,15,15,8,21,4,0,1,1,0,23422,8.0,22547,304,8,6,15,12,4,0,0,0,0,19099,7.4,20263,312
NA1_4168355594,True,8,8,7,15,2,0,1,0,0,20025,7.6,21894,344,7,13,8,14,4,1,0,0,0,17558,7.2,18627,265
NA1_4168370788,True,12,14,8,19,1,0,0,0,0,21819,7.6,21168,313,8,13,12,13,3,0,0,0,0,17958,7.2,18558,231
NA1_4168393173,False,6,7,8,19,6,1,1,0,0,17253,7.4,19259,274,8,10,6,18,1,0,0,0,0,17661,7.6,20246,269
NA1_4168404629,False,8,7,9,20,3,0,0,0,0,20220,7.8,21465,349,9,12,8,11,8,1,1,0,0,19254,7.2,18957,280
NA1_4168429180,False,3,7,9,16,6,1,0,0,0,16392,7.0,17889,285,9,11,3,22,4,0,1,0,0,19555,7.4,20896,317
NA1_4168432091,False,8,8,17,13,2,1,0,0,0,18047,7.2,18331,270,17,19,8,13,5,0,1,0,0,23432,8.0,22382,300
NA1_4168440571,True,11,16,8,19,7,1,0,0,0,20436,7.6,21124,283,8,5,11,15,0,0,1,0,0,19357,7.6,21197,316
NA1_4168452508,False,4,3,11,16,1,0,0,0,0,17351,7.2,19276,314,11,11,4,15,3,1,1,0,0,20727,7.8,21397,314
NA1_4168466131,True,9,11,6,20,2,0,0,0,0,19169,7.8,21192,304,6,9,9,19,5,1,0,0,0,18138,7.4,19764,331
NA1_4168475601,False,8,11,5,20,1,0,1,0,0,19639,7.6,20962,310,5,5,8,15,5,0,0,0,0,17712,7.4,20312,282
NA1_4168501372,False,0,0,12,9,3,0,0,0,0,15250,7.0,18469,317,12,16,0,19,2,1,1,1,0,22961,8.0,22417,369
NA1_4168502756,False,4,6,4,17,3,0,0,0,0,16585,7.2,19527,297,4,3,4,18,2,1,0,0,0,17490,7.6,20352,328
NA1_4168504334,False,2,1,7,13,4,0,0,0,0,15726,7.0,18901,289,7,10,2,17,2,1,1,0,0,18360,7.6,21409,303
NA1_4168506740,True,7,8,5,14,6,1,0,0,0,18946,7.4,20059,325,5,6,7,16,1,0,0,0,0,18233,7.6,19894,304
NA1_4168551864,False,5,6,8,14,6,1,0,0,0,17500,7.2,18590,290,8,12,5,25,5,0,0,0,0,18328,7.0,17731,269
NA1_4168561183,False,5,6,4,19,6,0,0,0,0,17319,7.4,19948,315,4,4,5,19,7,1,1,0,0,17968,7.2,20123,335
NA1_4168593048,False,10,9,9,19,2,0,0,0,0,20274,7.4,20084,290,9,6,10,13,4,1,1,0,0,18919,7.2,19347,324
NA1_4168612964,False,4,7,7,16,2,0,0,0,0,16885,7.4,18985,274,7,4,4,16,5,1,0,1,0,21024,8.0,22551,389
NA1_4168630490,False,10,10,8,15,3,0,0,0,0,20834,7.6,21788,303,8,7,10,16,7,1,0,0,0,19085,7.8,21769,329
NA1_4168661548,True,8,7,22,9,5,0,1,0,0,19402,7.4,19629,324,22,31,8,19,3,0,0,0,0,23448,7.4,20990,254
NA1_4168689405,False,6,6,13,18,5,0,0,0,0,16963,6.8,17299,290,13,14,6,17,7,1,0,0,0,22576,7.8,23390,361
NA1_4168729770,False,6,4,8,17,1,0,0,0,0,16398,7.0,18296,287,8,8,6,14,6,1,1,0,0,19348,7.6,21042,309
NA1_4168733792,False,6,3,9,17,3,0,1,0,0,18038,7.2,19301,288,9,9,6,14,5,1,0,0,0,20051,8.0,21817,337
NA1_4168753624,False,7,4,9,13,2,0,0,0,0,17827,7.6,20915,287,9,9,7,14,2,1,0,0,0,20590,7.6,21504,370
NA1_4168755550,True,6,3,7,19,2,0,0,0,0,18292,7.6,20645,316,7,12,6,17,3,1,0,1,0,20218,7.2,19617,304
NA1_4168781871,True,14,12,5,14,4,1,0,0,0,21392,8.2,22792,341,5,7,14,18,2,0,0,0,0,16811,7.0,18027,282
NA1_4168809922,False,7,9,19,16,2,0,1,0,0,18547,7.4,20547,282,19,16,7,11,3,1,0,0,0,23741,8.2,23704,350
NA1_4168838839,True,10,11,6,15,2,0,1,1,0,21488,8.0,22228,321,6,5,10,16,4,1,0,0,0,18003,7.4,20399,301
NA1_4168842938,True,9,10,3,16,3,1,1,1,0,21247,7.8,21421,342,3,5,9,15,2,0,0,0,0,16897,7.4,19843,297
NA1_4168847603,False,8,7,7,19,4,0,0,0,0,19467,7.4,20070,298,7,6,8,18,3,1,0,0,0,18701,7.4,19984,309
NA1_4168859661,True,8,6,5,17,4,1,0,0,0,18887,7.8,21153,321,5,5,8,16,1,0,0,0,0,17650,7.6,20478,291
NA1_4168896602,True,7,4,4,20,9,0,0,0,0,18821,7.6,21351,340,4,5,7,19,2,0,0,0,0,18323,7.6,21438,350
NA1_4168911983,True,3,2,8,15,2,0,0,0,0,17291,7.6,20597,313,8,8,3,16,2,0,1,0,0,19186,8.0,21593,336
NA1_4168927327,True,9,7,5,13,4,0,1,0,0,18937,7.8,21177,300,5,1,9,16,2,1,0,0,0,16226,7.2,19593,275
NA1_4168935106,False,14,16,13,19,5,1,0,0,0,19605,7.2,19257,276,13,15,14,26,6,0,1,1,0,22765,7.4,20281,275
NA1_4168953056,False,2,1,4,18,1,1,1,1,0,17462,7.2,19999,319,4,10,2,16,4,0,0,0,0,18546,7.2,20757,340
NA1_4168965715,True,7,8,3,16,7,0,1,0,0,19939,7.6,21913,367,3,2,7,16,4,1,0,0,0,16589,7.4,19648,326
NA1_4168970215,True,6,7,11,16,9,0,1,0,0,19384,7.4,20782,339,11,14,6,23,2,0,0,0,0,19132,7.0,18744,246
NA1_4168983347,True,5,5,6,13,6,0,0,0,0,17720,7.8,20860,336,6,6,5,22,3,0,1,0,0,18750,7.6,20550,321
NA1_4168986811,False,10,11,20,9,1,0,0,0,0,19097,7.0,19255,260,20,21,10,16,2,1,0,0,0,24027,7.8,22890,306
NA1_4168990509,False,12,11,5,25,4,0,0,0,0,19951,7.4,20124,313,5,7,12,16,5,1,0,0,0,17515,6.8,18620,281
NA1_4169012507,False,9,5,10,11,0,0,0,0,0,19170,7.8,21044,304,10,5,9,17,0,1,1,0,0,19135,7.6,20944,267
NA1_4169014791,False,3,2,10,16,5,0,0,0,0,16833,7.4,19862,314,10,18,3,23,4,1,1,1,0,22402,7.8,22195,350
NA1_4169019388,False,6,5,10,13,6,0,0,0,0,17738,7.4,19374,294,10,11,6,23,4,0,0,1,0,22116,7.8,21725,329
NA1_4169052932,True,6,6,3,18,2,1,0,0,0,17816,7.2,20002,275,3,3,6,15,2,0,0,0,0,15773,7.2,19345,277
NA1_4169058691,False,10,15,8,18,1,0,0,0,0,18496,7.4,19523,234,8,9,10,11,4,1,0,0,0,17428,7.2,19499,263
NA1_4169064193,False,5,7,8,14,6,0,0,0,0,19629,7.4,19957,328,8,12,5,19,2,1,1,1,0,20330,7.6,21579,304
NA1_4169065548,True,5,6,5,21,4,0,1,0,0,17058,6.6,17891,299,5,8,5,21,5,1,0,1,0,19617,7.4,19826,330
NA1_4169085021,True,14,16,7,18,5,0,0,0,0,21951,7.8,22417,328,7,8,14,19,4,0,0,0,0,17769,7.2,19233,282
NA1_4169088018,False,7,4,7,16,5,0,0,0,0,18193,7.6,20972,334,7,9,7,22,6,1,1,0,0,19180,7.6,20867,315
NA1_4169092061,True,9,8,4,20,2,1,0,0,0,19734,7.6,20770,309,4,5,9,19,3,0,0,0,0,17747,7.4,20234,311
NA1_4169104474,True,7,11,7,20,7,0,1,0,0,18155,7.0,18284,276,7,11,7,25,10,1,0,1,0,20483,7.6,20319,312
NA1_4169113410,False,8,10,9,17,4,1,0,0,0,20157,7.4,20059,315,9,16,8,15,3,0,1,0,0,19523,7.6,19888,321
NA1_4169138180,True,8,8,7,20,3,0,0,0,0,17977,7.6,19583,273,7,6,8,20,6,0,1,0,0,19346,7.6,20699,325
NA1_4169146620,True,5,4,5,25,5,1,1,0,0,17568,7.4,21021,320,5,5,5,17,1,0,0,0,0,18713,7.4,20259,350
NA1_4169238576,False,7,5,11,19,2,1,0,0,0,18113,7.0,18487,290,11,10,7,17,2,1,0,0,0,21691,7.6,21425,317
NA1_4169314008,False,9,14,14,15,1,0,0,0,0,19380,7.0,18727,280,14,22,9,19,3,1,1,1,0,23183,7.8,20984,304
NA1_4169353458,False,7,5,6,18,6,0,1,0,0,19616,7.6,21441,361,6,6,7,18,4,1,0,0,0,17748,7.4,20281,303
NA1_4169362503,True,13,7,6,13,2,1,1,1,0,22833,8.0,22085,328,6,7,13,15,1,0,0,0,0,17303,7.0,18667,234
NA1_4169400365,False,3,2,12,13,1,0,0,0,0,16352,7.4,20170,319,12,9,3,19,3,0,1,0,0,21155,8.4,24032,354
NA1_4169412570,True,7,7,3,17,2,0,1,0,0,19220,7.4,21042,332,3,4,7,13,4,1,0,0,0,16827,7.0,19031,316
NA1_4169423252,False,5,3,6,12,6,0,1,0,0,18471,7.6,21299,313,6,7,5,19,4,0,0,1,0,20631,7.6,20703,324
NA1_4169427846,True,11,9,5,20,3,0,0,0,0,20122,7.8,21129,293,5,4,11,16,2,0,0,0,0,17821,7.4,20017,314
NA1_4169474735,False,8,8,8,17,5,0,0,0,0,19543,7.8,21383,318,7,13,7,19,5,1,1,0,0,18361,7.2,19415,266
NA1_4169488167,False,1,2,12,17,8,0,1,0,0,15380,7.0,18732,316,12,14,1,22,6,1,0,0,0,22643,8.0,22867,360
NA1_4169497127,True,15,21,11,15,2,0,1,0,0,22494,7.6,21792,324,11,14,15,16,1,1,0,0,0,20703,7.6,20318,304
NA1_4169512439,False,6,5,7,17,2,0,0,0,0,17094,7.2,19204,281,7,9,6,16,4,0,0,0,0,20000,8.0,22193,364
NA1_4169525300,True,8,6,4,19,8,1,0,0,0,18803,7.4,20023,308,4,5,8,19,2,0,1,0,0,18190,7.0,18871,323
NA1_4169528782,True,14,16,6,21,3,0,0,0,0,22814,8.0,23228,339,6,7,14,14,5,0,0,0,0,17518,7.0,17974,299
NA1_4169531141,True,13,9,4,17,8,0,0,0,0,21552,7.8,22282,327,4,2,13,18,1,1,0,0,0,16535,6.8,17412,299
NA1_4169537382,True,11,8,7,16,7,0,1,0,0,19936,7.8,21394,304,7,9,11,17,5,0,0,0,0,17939,7.2,18849,251
NA1_4169543809,False,8,10,7,16,6,0,0,0,0,18596,7.6,19748,296,7,11,8,19,5,0,1,0,0,19668,7.6,20805,329
NA1_4169545085,False,6,5,11,16,4,1,1,0,0,17810,7.6,21021,339,11,19,6,16,2,0,0,0,0,19963,7.2,19543,297
NA1_4169558723,True,7,8,5,17,6,0,0,0,0,19081,7.8,20581,324,5,10,7,18,6,1,0,0,0,18617,7.4,21191,355
NA1_4169561746,True,14,20,11,15,3,1,1,1,0,23386,7.6,20936,294,11,15,14,20,4,0,0,0,0,21515,7.8,21394,332
NA1_4169569697,False,3,5,3,24,7,0,0,0,0,18339,7.6,21591,361,3,4,3,17,8,1,0,0,0,18424,7.6,21106,362
NA1_4169587412,True,0,0,1,18,6,0,1,0,0,15886,7.6,20580,336,1,0,0,14,2,1,0,0,0,16315,7.6,20431,348
NA1_4169593964,False,4,3,8,15,3,0,1,0,0,17301,7.6,20920,296,8,8,4,19,6,1,0,0,0,19271,8.0,21915,322
NA1_4169626054,False,4,5,8,19,5,1,0,0,0,17572,7.6,21195,331,8,4,4,19,8,0,1,0,0,20232,8.0,23144,358
NA1_4169628544,False,10,8,10,20,4,0,0,1,0,19948,7.0,18947,271,10,7,10,17,5,1,0,0,0,19707,7.6,21092,310
NA1_4169629649,False,9,12,10,21,7,0,0,0,0,19002,7.4,20335,276,10,13,9,14,8,0,0,0,0,21337,7.4,20771,344
NA1_4169648979,False,12,11,7,28,6,0,1,0,0,21141,7.6,20312,336,7,9,12,26,8,0,0,0,0,18776,7.0,18563,283
NA1_4169651628,False,4,5,5,15,2,0,0,0,0,17496,7.2,18895,287,5,3,4,18,3,1,0,0,0,18511,7.6,22116,350
NA1_4169653945,True,5,3,9,19,6,1,0,0,0,17178,7.2,19863,324,9,6,5,23,6,0,1,0,0,20019,7.8,22553,329
NA1_4169655271,True,6,5,5,20,9,1,0,0,0,19365,7.8,21779,384,5,4,6,15,5,0,0,0,0,17693,7.6,21384,334
NA1_4169666780,False,11,12,9,15,2,0,1,0,0,20614,7.6,19808,300,9,7,11,15,2,1,0,0,0,18119,7.4,20295,264
NA1_4169683976,False,6,2,10,22,3,0,0,0,0,16872,7.2,19982,278,10,8,6,17,5,0,0,0,0,20673,7.8,22691,342
NA1_4169692101,True,7,8,4,22,9,1,0,0,0,19444,7.8,21795,345,4,9,7,18,8,0,1,0,0,19212,7.6,21182,364
NA1_4169707568,False,3,3,4,17,5,1,1,0,0,18180,7.8,21209,370,4,2,3,16,3,0,0,0,0,18631,7.6,21236,353
NA1_4169709333,True,10,11,10,15,4,1,1,0,0,20294,7.8,21826,331,10,7,10,16,2,0,0,0,0,20144,7.6,21412,305
NA1_4169712915,False,9,8,8,15,2,1,0,0,0,19486,7.8,21307,306,8,8,9,18,4,0,1,0,0,19464,7.8,21212,336
NA1_4169720994,False,9,10,10,15,3,1,0,0,0,18191,7.4,19226,318,10,10,9,22,4,0,0,0,0,20162,7.4,20262,304
NA1_4169722660,False,6,8,6,15,4,1,1,0,0,18281,7.8,21529,322,6,11,6,28,3,0,0,1,0,19475,7.0,19682,333
NA1_4169734542,False,10,10,7,19,7,1,0,0,0,20569,7.8,22768,350,7,9,10,17,0,0,1,0,0,19147,7.8,21082,347
NA1_4169745359,True,20,25,3,17,4,1,0,1,0,25289,8.0,23075,329,3,5,20,14,1,0,1,0,0,16102,6.6,16944,265
NA1_4169747882,True,10,11,21,15,3,1,0,0,0,18555,6.6,16607,247,21,17,10,16,4,0,1,0,0,24039,8.0,22451,311
NA1_4169757031,True,13,12,11,17,6,0,0,0,0,20638,7.4,19307,248,11,6,13,19,2,1,0,0,0,19665,7.6,19775,269
NA1_4169774079,True,7,10,4,15,4,1,0,0,0,17750,7.4,20025,306,4,2,7,19,3,0,1,1,0,19137,7.4,20771,333
NA1_4169775776,True,5,6,4,13,6,1,1,2,0,20879,7.6,21608,342,4,4,5,15,1,0,0,0,0,17224,7.4,20333,297
NA1_4169782008,True,12,16,12,27,2,0,0,1,0,22370,7.4,19749,330,12,20,12,19,6,0,0,0,0,20039,7.2,17611,260
NA1_4169785363,False,7,1,16,16,2,0,0,0,0,16286,6.8,16897,229,16,14,7,17,2,1,0,1,0,23700,7.8,22414,306
NA1_4169793830,False,15,15,5,16,3,0,0,0,0,22493,7.8,21411,322,5,4,15,13,3,1,1,0,0,16875,7.2,19394,260
NA1_4169794187,True,4,4,6,19,11,0,0,0,0,17652,7.2,19324,318,6,2,4,23,3,0,1,0,0,18767,7.6,21565,342
NA1_4169804085,False,8,9,5,13,5,1,0,0,0,18842,7.4,20533,318,5,7,8,18,2,0,0,0,0,18246,7.2,19064,313
NA1_4169808953,False,9,9,8,18,1,0,0,0,0,20762,7.8,20811,343,8,6,9,16,3,1,1,0,0,19296,7.4,20462,308
NA1_4169812273,True,4,3,2,16,5,0,0,1,0,18842,7.4,20273,342,2,2,4,19,0,0,1,1,0,17822,7.4,20122,311
NA1_4169840499,True,11,13,11,17,5,0,1,0,0,21607,7.6,21568,331,10,16,10,18,5,0,0,0,0,19709,7.4,19970,320
NA1_4169851006,False,8,10,7,13,3,0,0,0,0,17935,7.6,19490,260,7,5,8,17,6,0,1,0,0,20211,7.6,21514,375
NA1_4169851577,False,0,0,4,15,6,0,0,0,0,16061,7.2,19625,357,4,7,0,20,4,1,1,0,0,18012,7.4,20806,345
NA1_4169863029,True,3,2,2,18,6,1,1,0,0,18552,7.4,21036,350,2,2,3,17,2,0,0,0,0,16129,7.2,19364,280
NA1_4169863070,False,13,16,10,21,4,1,1,0,0,20287,7.4,19382,287,10,12,13,15,4,0,0,0,0,21494,7.2,20297,320
NA1_4169867138,False,5,6,12,21,8,0,0,0,0,17554,7.0,19069,293,12,9,5,21,6,1,0,0,0,20758,7.8,22063,328
NA1_4169879520,False,7,6,16,22,1,0,0,0,0,17385,7.0,17809,233,16,17,7,12,6,1,0,0,0,21667,7.8,21573,318
NA1_4169894456,False,5,6,9,14,6,1,0,0,0,17884,7.4,19699,315,9,8,5,17,4,0,1,0,0,19287,7.4,20097,304
NA1_4169910602,False,13,12,9,20,6,1,1,0,0,22074,7.6,21651,308,9,8,13,19,8,0,0,0,0,20515,7.4,20400,304
NA1_4169915746,False,0,0,6,19,4,2,1,0,0,16159,7.6,20296,360,6,8,0,18,6,0,0,0,0,18818,8.0,21825,342
NA1_4169930212,False,9,12,6,16,2,0,0,1,0,20965,7.2,20574,316,6,7,9,16,2,1,1,0,0,17948,7.2,19315,285
NA1_4169953568,True,1,0,13,19,5,1,1,0,0,16217,7.2,19079,317,13,20,1,21,4,0,0,1,0,22472,8.0,22646,332
NA1_4169954853,False,8,10,13,12,3,0,0,0,0,18357,7.0,18974,294,12,12,7,17,2,0,0,0,0,20721,7.8,21860,300
NA1_4169962037,True,10,10,8,21,4,0,0,0,0,19345,7.2,19355,298,8,9,10,13,3,1,1,0,0,18257,7.2,19417,299
NA1_4169998648,False,6,7,8,18,4,0,1,0,0,18332,7.6,19808,308,8,6,6,22,5,0,0,0,0,19322,7.4,20683,324
NA1_4170011088,True,7,5,5,18,3,1,1,1,0,20101,7.8,21560,316,5,3,7,16,7,0,0,0,0,18044,7.6,20634,320
NA1_4170032050,False,11,15,10,22,5,0,0,0,0,20110,7.2,19358,283,9,11,10,18,5,0,0,1,0,21472,7.6,20800,320
NA1_4170046296,False,5,5,17,14,1,0,0,0,0,16657,7.2,18020,253,17,12,5,22,0,0,0,1,0,24650,8.0,23248,345
NA1_4170048937,False,4,4,3,20,4,0,0,0,0,16822,7.2,18991,317,3,3,4,14,6,0,1,0,0,18803,7.4,20820,387
